Name,Users Rating,Type,Address,Zip Code,# Inspections,Last Inspection,Score
GRAND CRU WINE BAR & BOUTIQUE,"Average ""GRAND CRU WINE BAR & BOUTIQUE"" Rating: n/a",Snack Bar,1257 W Magnolia Ave,76104,4,11/25/2015,100
GRANDYS,"Average ""GRANDYS"" Rating: n/a",Restaurant,7201 Camp Bowie West Blvd,76116,6,11/04/2015,80
GRANDYS,"Average ""GRANDYS"" Rating: n/a",Restaurant,4301 South Fwy,76115,6,01/15/2016,89
GRANDYS,"Average ""GRANDYS"" Rating: n/a",Restaurant,1050 N Beach St,76111,6,01/12/2016,79
GRANNYS LOVING DAYCARE,"Average ""GRANNYS LOVING DAYCARE"" Rating: n/a",Child Care Kitchen,6623 Meadowbrook Dr,76112,6,02/12/2016,91
GRANNYS TACOS,"Average ""GRANNYS TACOS"" Rating: n/a",Restaurant,703 E Long Ave,76106,7,11/12/2015,86
GREASY BEND BURGERS,"Average ""GREASY BEND BURGERS"" Rating: n/a",Restaurant,2919 Race St,76111,3,06/13/2015,88
GREAT AMERICAN COOKIE,"Average ""GREAT AMERICAN COOKIE"" Rating: n/a",Snack Bar,2070 Green Oaks Rd,76116,1,06/23/2015,100
GREAT AMERICAN COOKIE,"Average ""GREAT AMERICAN COOKIE"" Rating: n/a",Snack Bar,4800 S Hulen St,76132,2,08/21/2015,79
GREAT COMMISSION BAPTIST CHURCH,"Average ""GREAT COMMISSION BAPTIST CHURCH"" Rating: n/a",Restaurant,7700 Mccart Ave,76123,2,04/29/2015,100
GREAT OUTDOORS SUB SHOPS THE,"Average ""GREAT OUTDOORS SUB SHOPS THE"" Rating: n/a",Deli -- Retail,3204 Camp Bowie Blvd,76107,4,12/07/2015,83
GREEK CAFE,"Average ""GREEK CAFE"" Rating: n/a",Restaurant,3529 Heritage Trace Pkwy,76244,6,11/09/2015,93
GREEK HOUSE,"Average ""GREEK HOUSE"" Rating: n/a",Restaurant,2426 Forest Park Blvd,76110,6,01/08/2016,81
GREEK PIZZA & PASTA,"Average ""GREEK PIZZA & PASTA"" Rating: n/a",Restaurant,1701 Galveston Ave,76110,10,02/04/2016,100
GREEN TEA HOUSE,"Average ""GREEN TEA HOUSE"" Rating: n/a",Restaurant,3400 Texas Sage Trl,76177,6,12/16/2015,82
GREENBRIAR MANSION,"Average ""GREENBRIAR MANSION"" Rating: n/a",Restaurant,7865 Oakmont Blvd,76132,3,06/24/2015,80
GREENBRIER SCHOOL,"Average ""GREENBRIER SCHOOL"" Rating: n/a",Child Care Kitchen,5701 Wedgwood Dr,76133,3,10/22/2015,93
GREENWAY COMMUNITY STORE,"Average ""GREENWAY COMMUNITY STORE"" Rating: n/a",Grocery Store -- Retail,1813 Portland Ave,76102,1,10/14/2015,80
GREENWOODS GERMAN & EUROPEAN REST,"Average ""GREENWOODS GERMAN & EUROPEAN REST"" Rating: n/a",Spa,1700 University Dr,76107,3,08/01/2015,100
GREENWOODS GERMAN & EUROPEAN REST,"Average ""GREENWOODS GERMAN & EUROPEAN REST"" Rating: n/a",Restaurant,3522 Blue Bonnet Cir,76109,4,01/28/2016,93
GREYHOUND LINES INC,"Average ""GREYHOUND LINES INC"" Rating: n/a",Grocery Store -- Retail,1001 Jones St,76102,2,06/20/2015,100
GRIFFS #1,"Average ""GRIFFS #1"" Rating: n/a",Restaurant,4224 E Lancaster Ave,76103,6,01/11/2016,88
GRIFFS OF FW #3,"Average ""GRIFFS OF FW #3"" Rating: n/a",Restaurant,4525 River Oaks Blvd,76114,4,12/16/2015,97
GROTTO THE,"Average ""GROTTO THE"" Rating: n/a",Lounge,517 University Dr,76107,3,03/28/2015,94
GUAMEX TAQUERIA Y PANADERIA,"Average ""GUAMEX TAQUERIA Y PANADERIA"" Rating: 4.0",Restaurant,2311 Miller Ave,76105,3,10/13/2015,93
GUANAJUATO BAKERY,"Average ""GUANAJUATO BAKERY"" Rating: n/a",Bakery -- Retail,3301 E Belknap St,76111,1,12/03/2015,100
GUATULCO 2000,"Average ""GUATULCO 2000"" Rating: n/a",Lounge,516 Riverside Dr,76111,2,06/13/2015,93
GUITARS & CADILLACS,"Average ""GUITARS & CADILLACS"" Rating: n/a",Lounge,4750 Bryant Irvin Rd,76132,2,02/19/2015,94
GWENDOLYN C GRAGG LEARNING CTR,"Average ""GWENDOLYN C GRAGG LEARNING CTR"" Rating: n/a",Child Care Kitchen,2400 E 1st St,76111,3,09/14/2015,100
GYPSI SCOOPS,"Average ""GYPSI SCOOPS"" Rating: n/a",Snack Bar,2905 Race St,76111,1,11/19/2015,91
GYRO AND BURRITO HOUSE,"Average ""GYRO AND BURRITO HOUSE"" Rating: n/a",Restaurant,14200 Trinity Blvd,76155,6,01/08/2016,90
GYRO AND KABOB GRILL,"Average ""GYRO AND KABOB GRILL"" Rating: n/a",Restaurant,7660 Mccart Ave,76133,2,01/07/2016,80
GYROS GREEK COFFEE,"Average ""GYROS GREEK COFFEE"" Rating: n/a",Snack Bar,9570 Clifford St,76108,2,09/24/2015,85
H & H FOOD MART - SHELL,"Average ""H & H FOOD MART - SHELL"" Rating: n/a",Grocery Store -- Retail,5001 Trail Lake Dr,76133,4,09/19/2015,100
H & J HAMBURGERS,"Average ""H & J HAMBURGERS"" Rating: n/a",Restaurant,4502 Miller Ave,76119,6,12/03/2015,87
H3 RANCH,"Average ""H3 RANCH"" Rating: n/a",Restaurant,105 E Exchange Ave,76164,8,01/20/2016,86
HA NA BI,"Average ""HA NA BI"" Rating: n/a",Restaurant,9100 North Freeway,76177,8,12/15/2015,87
HABANERO MEX CUISINE,"Average ""HABANERO MEX CUISINE"" Rating: n/a",Restaurant,8542 S Hulen St,76123,3,12/01/2015,91
HABANEROS FRESH MEX CAFE,"Average ""HABANEROS FRESH MEX CAFE"" Rating: n/a",Restaurant,5601 Basswood Blvd,76137,8,11/13/2015,90
HABANEROS GRILL AND CANTINA,"Average ""HABANEROS GRILL AND CANTINA"" Rating: n/a",Lounge,140 E Exchange Ave,76164,8,12/17/2015,96
HAFE CATERING,"Average ""HAFE CATERING"" Rating: n/a",Grocery Store -- Retail,3402 N Terry St,76106,4,01/29/2016,100
HALFWAY HOUSE,"Average ""HALFWAY HOUSE"" Rating: n/a",Snack Bar,2000 Trinity Park Dr,76107,2,07/14/2015,88
HAMPTON INN & SUITES,"Average ""HAMPTON INN & SUITES"" Rating: n/a",Grocery Store -- Retail,2700 Green Oaks Rd,76116,6,08/07/2015,97
HAMPTON INN & SUITES,"Average ""HAMPTON INN & SUITES"" Rating: n/a",Restaurant,4201 Reggis Ct,76155,2,02/11/2015,100
HAMPTON INN & SUITES ALLIANCE,"Average ""HAMPTON INN & SUITES ALLIANCE"" Rating: n/a",Grocery Store -- Retail,13600 North Freeway,76177,2,03/13/2015,100
HAMPTON INN & SUITES BURLESON,"Average ""HAMPTON INN & SUITES BURLESON"" Rating: n/a",Snack Bar,13251 Jake Ct,76028,3,10/30/2015,89
HAMPTON INN FOSSIL CREEK,"Average ""HAMPTON INN FOSSIL CREEK"" Rating: n/a",Snack Bar,3850 Sandshell Dr,76137,4,01/31/2016,86
HANABI FW,"Average ""HANABI FW"" Rating: n/a",Restaurant,3204 Camp Bowie Blvd,76107,5,07/14/2015,72
HANDLEY FARMERS MARKET,"Average ""HANDLEY FARMERS MARKET"" Rating: n/a",Produce -- Retail,7101 E Lancaster Ave,76112,1,02/10/2016,100
HANDLEY STATION SANDWICH SHOP,"Average ""HANDLEY STATION SANDWICH SHOP"" Rating: n/a",Restaurant,3129 Handley Dr,76112,4,10/23/2015,87
HANGAR AT IOC,"Average ""HANGAR AT IOC"" Rating: n/a",Snack Bar,13901 Faa Blvd,76155,1,08/26/2015,100
HANNAS DELI,"Average ""HANNAS DELI"" Rating: n/a",Restaurant,1525 E Berry St,76119,8,01/09/2016,91
HAPPY BOWL TOO,"Average ""Happy Bowl Too"" Rating: n/a",Restaurant,3431 W 7th St,76107,8,01/14/2016,94
HAPPY DONUTS,"Average ""HAPPY DONUTS"" Rating: n/a",Bakery -- Retail,5952 River Oaks Blvd,76114,3,12/01/2015,97
HAPPY DONUTS,"Average ""HAPPY DONUTS"" Rating: n/a",Bakery -- Retail,109 Roberts Cut-Off Rd,76114,2,10/30/2015,76
HARMONY SCHOOL OF INNOVATION,"Average ""HARMONY SCHOOL OF INNOVATION"" Rating: n/a",Grocery Store -- Retail,8100 S Hulen St,76123,5,10/27/2015,97
HARMONY SCIENCE ACADEMY,"Average ""HARMONY SCIENCE ACADEMY"" Rating: n/a",Grocery Store -- Retail,5651 Westcreek Dr,76133,2,09/11/2015,100
HARRIS HOSPITAL,"Average ""HARRIS HOSPITAL"" Rating: n/a",Restaurant,1301 Pennsylvania Ave,76104,24,01/07/2016,97
HARRIS METHODIST SOUTHWEST,"Average ""HARRIS METHODIST SOUTHWEST"" Rating: n/a",Restaurant,6100 Harris Pkwy,76132,12,02/10/2016,93
HARVEST ASSEMBLY OF GOD,"Average ""HARVEST ASSEMBLY OF GOD"" Rating: n/a",Child Care Kitchen,7501 Crowley Rd,76134,4,10/20/2015,91
HAUTE GOAT CREAMERY,"Average ""HAUTE GOAT CREAMERY"" Rating: n/a",Spa,5001 Crestline Rd,76107,3,10/17/2015,100
HAWTHORN SUITES BY WYNDHAM,"Average ""HAWTHORN SUITES BY WYNDHAM"" Rating: n/a",Snack Bar,1701 S University Dr,76107,5,08/29/2015,90
HEALTH SOUTH CITY VIEW,"Average ""HEALTH SOUTH CITY VIEW"" Rating: n/a",Restaurant,6701 Oakmont Blvd,76132,5,10/06/2015,89
HEALTH SOUTH REHAB CNTR,"Average ""HEALTH SOUTH REHAB CNTR"" Rating: n/a",Restaurant,1212 W Lancaster Ave,76102,8,12/01/2015,96
HEB CENTRAL MARKET,"Average ""HEB CENTRAL MARKET"" Rating: n/a",Grocery Store -- Retail,4651 West Freeway,76107,26,02/10/2016,88
HELADOS EL SOL,"Average ""HELADOS EL SOL"" Rating: n/a",Snack Bar,2418 Ne 28th St,76106,2,04/13/2015,91
HEMPHILL FOOD MART,"Average ""HEMPHILL FOOD MART"" Rating: n/a",Grocery Store -- Retail,700 California Pkwy N,76115,5,10/27/2015,87
HEMPHILLS RESTAURANT,"Average ""HEMPHILLS RESTAURANT"" Rating: n/a",Restaurant,3508 Hemphill St,76110,6,01/09/2016,93
HENDERSON ST DELI,"Average ""HENDERSON ST DELI"" Rating: n/a",Grocery Store -- Retail,1200 Henderson St,76102,1,05/02/2015,93
HENDERSON STREET BAZAAR,"Average ""HENDERSON STREET BAZAAR"" Rating: n/a",Restaurant,1000 N Henderson St,76107,1,07/10/2015,100
HERB N HEALTH NATURAL FOOD STR,"Average ""HERB N HEALTH NATURAL FOOD STR"" Rating: n/a",Grocery Store -- Retail,3759 E Lancaster Ave,76103,1,02/12/2015,100
HERBALIFE CENTRO DE BIENESTAR,"Average ""HERBALIFE CENTRO DE BIENESTAR"" Rating: n/a",Snack Bar,1323 E Seminary Dr,76115,2,07/30/2015,90
HERITAGE CHURCH OF CHRIST,"Average ""HERITAGE CHURCH OF CHRIST"" Rating: n/a",Restaurant,4201 Heritage Trace Pkwy,76248,2,02/10/2016,91
HERITAGE PLACE ASSISTED LIVING,"Average ""HERITAGE PLACE ASSISTED LIVING"" Rating: n/a",Restaurant,621 Old Highway 1187,76028,18,01/26/2016,90
HERITAGE PLACE RETIREMENT COMMUNITY,"Average ""HERITAGE PLACE RETIREMENT COMMUNITY"" Rating: n/a",Restaurant,300 Huguley Blvd,76028,6,12/08/2015,88
HERITAGE SQUARE,"Average ""HERITAGE SQUARE"" Rating: n/a",Restaurant,500 S Beach St,76105,3,12/07/2015,86
HI MART,"Average ""HI MART"" Rating: n/a",Grocery Store -- Retail,2801 Hemphill St,76110,2,09/27/2015,93
HIBACHI GRILL BUFFET,"Average ""HIBACHI GRILL BUFFET"" Rating: n/a",Restaurant,3088 Basswood Blvd,76137,9,01/05/2016,79
HIBASHI TEPPANYAKI & SUSHI,"Average ""HIBASHI TEPPANYAKI & SUSHI"" Rating: n/a",Restaurant,13101 S South Freeway,76028,6,10/08/2015,92
HICKORY FARMS SEASONAL,"Average ""HICKORY FARMS SEASONAL"" Rating: n/a",Seasonal Food Permit,4800 S Hulen St,76132,2,10/29/2015,88
HICKORY FARMS SEASONAL,"Average ""HICKORY FARMS SEASONAL"" Rating: n/a",Seasonal Food Permit,2060 Green Oaks Rd,76116,2,11/05/2015,94
HIGHWAY SPEED MART,"Average ""HIGHWAY SPEED MART"" Rating: n/a",Grocery Store -- Retail,2526 Sw Loop 820,76115,1,01/05/2016,90
HILL VILLA SENIOR LIVING,"Average ""HILL VILLA SENIOR LIVING"" Rating: n/a",Restaurant,8000 Calmont Ave,76112,8,12/01/2015,91
HILTON FORT WORTH,"Average ""HILTON FORT WORTH"" Rating: n/a",Snack Bar,815 Main St,76102,14,11/16/2015,92
HILTON GARDEN INN,"Average ""HILTON GARDEN INN"" Rating: n/a",Restaurant,2600 Westport Pkwy,76177,5,11/18/2015,89
HILTON GARDEN INN FORT WORTH MIDTOWN,"Average ""HILTON GARDEN INN FORT WORTH MIDTOWN"" Rating: n/a",Restaurant,912 Northton St,76104,7,11/19/2015,89
HILTON GARDEN INN NORTH FT WORTH,"Average ""HILTON GARDEN INN NORTH FT WORTH"" Rating: n/a",Restaurant,4400 North Freeway,76137,12,02/03/2016,93
HITCHING POST GROCERY,"Average ""HITCHING POST GROCERY"" Rating: n/a",Restaurant,5101 Wilbarger St,76119,5,11/20/2015,84
HOAGIES HEROES,"Average ""HOAGIES HEROES"" Rating: n/a",Snack Bar,1500 W Magnolia Ave,76104,4,01/20/2016,83
HOBERTS SOUL FOOD CANTEEN,"Average ""HOBERTS SOUL FOOD CANTEEN"" Rating: n/a",Restaurant,4023 E Berry St,76105,8,12/01/2015,86
HOFFBRAU STEAKS,"Average ""HOFFBRAU STEAKS"" Rating: n/a",Restaurant,1712 S University Dr,76107,8,12/08/2015,81
HOLIDAY INN,"Average ""HOLIDAY INN"" Rating: n/a",Restaurant,4635 Gemini Pl,76106,8,01/26/2016,92
HOLIDAY INN CENTREPORT,"Average ""HOLIDAY INN CENTREPORT"" Rating: n/a",Restaurant,14320 Centre Station Dr,76155,7,12/18/2015,91
HOLIDAY INN EXPRESS,"Average ""HOLIDAY INN EXPRESS"" Rating: n/a",Snack Bar,13250 Jake Ct,76028,5,07/14/2015,97
HOLIDAY INN EXPRESS,"Average ""HOLIDAY INN EXPRESS"" Rating: n/a",Snack Bar,2730 Cherry Ln,76116,2,08/17/2015,91
HOLIDAY INN EXPRESS,"Average ""HOLIDAY INN EXPRESS"" Rating: n/a",Snack Bar,4609 Citylake Blvd W,76132,2,09/20/2015,91
HOLIDAY INN EXPRESS FT WORTH,"Average ""HOLIDAY INN EXPRESS FT WORTH"" Rating: n/a",Grocery Store -- Retail,1111 W Lancaster Ave,76102,4,05/26/2015,100
HOLIDAY INN EXPRESS WESTERN CENTER,"Average ""HOLIDAY INN EXPRESS WESTERN CENTER"" Rating: n/a",Snack Bar,6351 North Freeway,76131,3,01/31/2016,86
HOLIDAY MARKET #3,"Average ""HOLIDAY MARKET #3"" Rating: n/a",Grocery Store -- Retail,4333 Wichita St,76119,2,09/22/2015,86
HOLLYWOOD BURGER,"Average ""HOLLYWOOD BURGER"" Rating: n/a",Restaurant,8557 N Beach St,76248,2,12/13/2015,92
HOLLYWOOD BURGER,"Average ""Hollywood Burger"" Rating: n/a",Restaurant,8000 Wichita St,76140,3,08/01/2015,78
HOMAN GROCERY,"Average ""HOMAN GROCERY"" Rating: n/a",Grocery Store -- Retail,1519 Homan Ave,76106,2,09/30/2015,90
HOME PLATE THE,"Average ""HOME PLATE THE"" Rating: n/a",Lounge,3137 Alta Mere Dr,76116,1,08/05/2015,91
HOMEWOOD SUITES,"Average ""HOMEWOOD SUITES"" Rating: n/a",Snack Bar,6350 Overton Ridge Blvd,76132,4,12/28/2015,89
HOMEWOOD SUITES,"Average ""HOMEWOOD SUITES"" Rating: n/a",Grocery Store -- Retail,2200 Charlie Ln,76104,6,01/26/2016,94
HOMEWOOD SUITES BY HILTON,"Average ""HOMEWOOD SUITES BY HILTON"" Rating: n/a",Snack Bar,3701 Tanacross Dr,76137,4,06/04/2015,97
HONDA OF FORT WORTH,"Average ""HONDA OF FORT WORTH"" Rating: n/a",Restaurant,3400 W Loop 820 S,76116,2,12/22/2015,82
HONEY DONUT,"Average ""HONEY DONUT"" Rating: n/a",Bakery -- Retail,6700 Brentwood Stair Rd,76112,3,11/23/2015,88
HONEYBAKED HAM CO,"Average ""HONEYBAKED HAM CO"" Rating: n/a",Snack Bar,4710 Sw Loop 820,76109,3,09/30/2015,86
HOOTERS FORT WORTH,"Average ""HOOTERS FORT WORTH"" Rating: n/a",Restaurant,5350 Southwest Blvd,76109,4,01/12/2016,87
HOPE FARM FAMILY LIFE CENTER,"Average ""HOPE FARM FAMILY LIFE CENTER"" Rating: n/a",Snack Bar,701 E Ramsey,76104,2,12/17/2015,96
HOPE FARM OFFICE EDUCATIONAL BLDG,"Average ""HOPE FARM OFFICE EDUCATIONAL BLDG"" Rating: n/a",Child Care Kitchen,868 E Jessamine St,76104,2,12/17/2015,96
HORNEY TOAD THE,"Average ""HORNEY TOAD THE"" Rating: n/a",Lounge,9530 Camp Bowie West Blvd,76116,2,09/29/2015,97
HORSE SHOE HILL CAFE,"Average ""HORSE SHOE HILL CAFE"" Rating: n/a",Restaurant,204 W Exchange Ave,76164,2,07/06/2015,100
HOT BOWL CAFE,"Average ""HOT BOWL CAFE"" Rating: n/a",Restaurant,4021 Reggis Ct,76155,8,01/08/2016,86
HOT DAMN TAMALES,"Average ""HOT DAMN TAMALES"" Rating: n/a",Restaurant,713 W Magnolia Ave,76104,7,12/09/2015,91
HOT DOG EXPRESS,"Average ""HOT DOG EXPRESS"" Rating: n/a",Grocery Store -- Retail,7950 South Freeway,76123,3,09/02/2015,97
HOT DOG HEAVEN,"Average ""HOT DOG HEAVEN"" Rating: n/a",Snack Bar,4305 Bryant Irvin Rd,76132,3,09/28/2015,100
HOT SHOT FOOD STORE,"Average ""HOT SHOT FOOD STORE"" Rating: 5.0",Grocery Store -- Retail,4413 E Berry St,76105,5,01/25/2016,86
HOT TAMALEZ,"Average ""HOT TAMALEZ"" Rating: n/a",Spa,3821 Southwest Blvd,76116,2,07/11/2015,95
HOTEL BURLESON,"Average ""HOTEL BURLESON"" Rating: n/a",Snack Bar,12450 South Fwy,76028,1,08/04/2015,100
HOULIHANS RESTAURANT,"Average ""HOULIHANS RESTAURANT"" Rating: n/a",Restaurant,9365 Rain Lily Trl,76177,8,12/15/2015,86
HOUSE OF KOREA SAM WON GARDEN,"Average ""HOUSE OF KOREA SAM WON GARDEN"" Rating: n/a",Restaurant,5201 Mccart Ave,76115,6,01/11/2016,82
HOUSE OF PHO,"Average ""HOUSE OF PHO"" Rating: n/a",Restaurant,12848 South Freeway,76028,2,12/08/2015,81
HOUSTON STREET BAR & PATIO,"Average ""HOUSTON STREET BAR & PATIO"" Rating: n/a",Lounge,902 Houston St,76102,4,06/23/2015,94
HOYA KOREAN KITCHEN,"Average ""HOYA KOREAN KITCHEN"" Rating: n/a",Restaurant,355 W 3rd St,76102,4,12/04/2015,81
HUGS & KISSES TOO,"Average ""HUGS & KISSES TOO"" Rating: n/a",Child Care Kitchen,2821 Vaughn Blvd,76105,4,10/08/2015,90
HUGULEY VOLUNTEER AUXILLARY,"Average ""HUGULEY VOLUNTEER AUXILLARY"" Rating: n/a",Snack Bar,11801 South Freeway,76028,1,01/28/2015,100
HYATT PLACE FORT WORTH CITYVIEW,"Average ""HYATT PLACE FORT WORTH CITYVIEW"" Rating: n/a",Restaurant,5900 Cityview Blvd,76132,5,09/29/2015,90
HYATT PLACE-STOCKYARDS,"Average ""HYATT PLACE-STOCKYARDS"" Rating: n/a",Grocery Store -- Retail,132 E Exchange Ave,76106,3,04/16/2015,89
HYSENS NIZZA PIZZA,"Average ""HYSENS NIZZA PIZZA"" Rating: n/a",Restaurant,401 University Dr,76107,4,09/30/2015,91
I 30 MINI MART,"Average ""I 30 MINI MART"" Rating: n/a",Grocery Store -- Retail,2700 Las Vegas Trl,76116,2,09/24/2015,83
I PHO,"Average ""I PHO"" Rating: n/a",Restaurant,2817 W Berry St,76109,3,01/08/2016,83
IBARRAS TORTILLERIA,"Average ""IBARRAS TORTILLERIA"" Rating: n/a",Restaurant,1109 Nw 25th St,76106,6,11/12/2015,81
IHOP #1412,"Average ""IHOP #1412"" Rating: n/a",Restaurant,3700 Altamesa Blvd,76133,6,12/07/2015,91
IHOP #1425,"Average ""IHOP #1425"" Rating: n/a",Restaurant,8640 East Freeway,76120,7,01/12/2016,100
IHOP #1433,"Average ""IHOP #1433"" Rating: n/a",Restaurant,5920 Quebec St,76135,6,02/04/2016,97
IHOP #1457,"Average ""IHOP #1457"" Rating: n/a",Restaurant,3860 Ne Loop 820,76137,6,12/15/2015,87
IHOP #1465,"Average ""IHOP #1465"" Rating: n/a",Restaurant,5901 Sw Loop 820,76132,7,01/07/2016,92
IHOP #1928,"Average ""IHOP #1928"" Rating: n/a",Restaurant,1664 S University Dr,76107,7,02/02/2016,92
IHOP #3007,"Average ""IHOP #3007"" Rating: n/a",Restaurant,12750 North Freeway,76177,6,12/15/2015,97
IHOS INTERNATIONAL HOUSE OF STARS,"Average ""IHOS INTERNATIONAL HOUSE OF STARS"" Rating: n/a",Restaurant,1800 Evans Ave,76104,1,04/16/2015,97
IMPONENTE PIZZA AND PASTA,"Average ""IMPONENTE PIZZA AND PASTA"" Rating: n/a",Restaurant,3510 Northwest Centre Dr,76135,3,12/07/2015,91
IN N OUT BURGER,"Average ""IN N OUT BURGER"" Rating: n/a",Restaurant,2900 W 7th St,76107,3,08/31/2015,96
IN N OUT BURGER,"Average ""IN N OUT BURGER"" Rating: n/a",Restaurant,5916 Quebec St,76135,4,11/24/2015,97
IN N OUT BURGER,"Average ""IN N OUT BURGER"" Rating: n/a",Restaurant,2501 N Tarrant Pkwy,76177,2,11/30/2015,97
IN N OUT BURGER #280,"Average ""IN N OUT BURGER #280"" Rating: n/a",Restaurant,4620 S Hulen St,76132,3,12/21/2015,92
INDIA BAZAR STAR GROCER,"Average ""INDIA BAZAR STAR GROCER"" Rating: n/a",Grocery Store -- Retail,5400 Woodway Dr,76133,2,09/19/2015,94
INTERNATIONAL LEADERSHIP OF TEXAS,"Average ""INTERNATIONAL LEADERSHIP OF TEXAS"" Rating: n/a",Restaurant,4201 Heritage Trace Pkwy,76244,1,07/27/2015,100
INTERNATIONAL LEADERSHIP OF TEXAS,"Average ""INTERNATIONAL LEADERSHIP OF TEXAS"" Rating: n/a",Restaurant,2301 Heritage Trace Pkwy,76177,3,01/15/2016,91
INZO ITALIAN KITCHEN,"Average ""INZO ITALIAN KITCHEN"" Rating: n/a",Restaurant,2743 S Hulen St,76109,7,12/15/2015,82
ITALIAN EXPRESS,"Average ""ITALIAN EXPRESS"" Rating: n/a",Restaurant,5612 Mccart Ave,76133,3,10/30/2015,88
ITALY PASTA & PIZZA,"Average ""ITALY PASTA & PIZZA"" Rating: n/a",Restaurant,800 E Loop 820,76112,10,02/08/2016,86
J & A ICE CREAM SHOPPE,"Average ""J & A ICE CREAM SHOPPE"" Rating: n/a",Snack Bar,4200 South Fwy,76115,5,10/05/2015,86
J & J OYSTER BAR,"Average ""J & J OYSTER BAR"" Rating: n/a",Restaurant,612 University Dr,76107,6,11/10/2015,90
J & J QUICK STOP,"Average ""J & J QUICK STOP"" Rating: n/a",Grocery Store -- Retail,4201 E Lancaster Ave,76103,2,09/23/2015,90
J & K FOOD STORE,"Average ""J & K FOOD STORE"" Rating: n/a",Restaurant,3700 E Rosedale St,76105,5,10/27/2015,78
J & M FOOD STORE #1,"Average ""J & M FOOD STORE #1"" Rating: n/a",Grocery Store -- Retail,3500 Hemphill St,76110,2,07/23/2015,93
J & N VENDING,"Average ""J & N VENDING"" Rating: n/a",Snack Bar,100 E Felix St,76115,2,06/29/2015,94
J & R GROCERY STORE,"Average ""J & R GROCERY STORE"" Rating: n/a",Grocery Store -- Retail,1029 N Riverside Dr,76111,1,01/26/2015,92
J RAES BAKERY,"Average ""J RAES BAKERY"" Rating: n/a",Bakery -- Retail,935 Foch St,76107,4,09/05/2015,100
J W FOOD STORE,"Average ""J W FOOD STORE"" Rating: n/a",Grocery Store -- Retail,5001 E Berry St,76119,4,09/22/2015,80
JACK IN THE BOX,"Average ""JACK IN THE BOX"" Rating: n/a",Restaurant,14100 Trinity Blvd,76155,4,01/13/2016,97
JACK IN THE BOX # 4730,"Average ""JACK IN THE BOX # 4730"" Rating: n/a",Restaurant,8513 S Hulen St,76123,3,08/05/2015,87
JACK IN THE BOX #3705,"Average ""JACK IN THE BOX #3705"" Rating: n/a",Restaurant,804 E Seminary Dr,76115,3,10/08/2015,75
JACK IN THE BOX #3717,"Average ""JACK IN THE BOX #3717"" Rating: n/a",Restaurant,3459 Altamesa Blvd,76133,3,10/27/2015,91
JACK IN THE BOX #3721,"Average ""JACK IN THE BOX #3721"" Rating: n/a",Restaurant,7065 Ridgmar Meadow Rd,76116,4,01/21/2016,90
JACK IN THE BOX #3727,"Average ""JACK IN THE BOX #3727"" Rating: n/a",Restaurant,4610 S Hulen St,76132,3,11/09/2015,79
JACK IN THE BOX #3766,"Average ""JACK IN THE BOX #3766"" Rating: n/a",Restaurant,5301 N Beach St,76137,3,10/20/2015,86
JACK IN THE BOX #3806,"Average ""JACK IN THE BOX #3806"" Rating: n/a",Restaurant,200 W Loop 820 S,76108,2,11/11/2015,91
JACK IN THE BOX #3808,"Average ""JACK IN THE BOX #3808"" Rating: n/a",Restaurant,7960 South Freeway,76134,3,11/18/2015,88
JACK IN THE BOX #3827,"Average ""JACK IN THE BOX #3827"" Rating: 2.3",Restaurant,8651 Anderson Blvd,76120,3,11/12/2015,83
JACK IN THE BOX #3834,"Average ""JACK IN THE BOX #3834"" Rating: n/a",Restaurant,1500 S University Dr,76107,4,02/12/2016,82
JACK IN THE BOX #3858,"Average ""JACK IN THE BOX #3858"" Rating: 3.8",Restaurant,3008 Basswood Blvd,76137,4,10/28/2015,75
JACK IN THE BOX #3863,"Average ""JACK IN THE BOX #3863"" Rating: 1.5",Restaurant,920 E Loop 820,76112,3,11/30/2015,89
JACK IN THE BOX #4791,"Average ""JACK IN THE BOX #4791"" Rating: n/a",Restaurant,1001 South Freeway,76104,3,12/18/2015,84
JACK IN THE BOX #4792,"Average ""JACK IN THE BOX #4792"" Rating: n/a",Restaurant,7351 Oakmont Blvd,76132,4,12/30/2015,87
JACK IN THE BOX #4832,"Average ""JACK IN THE BOX #4832"" Rating: n/a",Restaurant,2916 E Berry,76105,3,12/28/2015,94
JACK IN THE BOX #751,"Average ""JACK IN THE BOX #751"" Rating: n/a",Restaurant,3209 E Belknap St,76111,4,12/29/2015,75
JACK IN THE BOX #752,"Average ""JACK IN THE BOX #752"" Rating: n/a",Restaurant,515 S Henderson St,76104,4,11/25/2015,88
JACK IN THE BOX #754,"Average ""JACK IN THE BOX #754"" Rating: n/a",Restaurant,2105 W Seminary Dr,76115,3,10/15/2015,100
JACK IN THE BOX #759,"Average ""JACK IN THE BOX #759"" Rating: 1.0",Restaurant,2851 W Berry St,76109,4,11/20/2015,93
JACK IN THE BOX #760,"Average ""JACK IN THE BOX #760"" Rating: 5.0",Restaurant,5031 E Lancaster Ave,76103,3,08/26/2015,81
JACK IN THE BOX #761,"Average ""JACK IN THE BOX #761"" Rating: n/a",Restaurant,5930 Camp Bowie Blvd,76107,5,11/12/2015,97
