B23025_001E,B23025_001EA,B23025_001M,B23025_001MA,B23025_002E,B23025_002EA,B23025_002M,B23025_002MA,B23025_003E,B23025_003EA,B23025_003M,B23025_003MA,B23025_004E,B23025_004EA,B23025_004M,B23025_004MA,B23025_005E,B23025_005EA,B23025_005M,B23025_005MA,B23025_006E,B23025_006EA,B23025_006M,B23025_006MA,B23025_007E,B23025_007EA,B23025_007M,B23025_007MA,GEO_ID,NAME,state,zip code tabulation area
857,,273,,470,,183,,470,,183,,386,,171,,84,,90,,0,,14,,387,,138,,8600000US78058,ZCTA5 78058,48,78058
2645,,318,,1792,,297,,1792,,297,,1749,,284,,43,,46,,0,,14,,853,,145,,8600000US78113,ZCTA5 78113,48,78113
239,,116,,140,,78,,140,,78,,127,,76,,13,,19,,0,,14,,99,,68,,8600000US78122,ZCTA5 78122,48,78122
1800,,323,,1138,,284,,1138,,284,,1114,,287,,24,,26,,0,,14,,662,,227,,8600000US78123,ZCTA5 78123,48,78123
42,,25,,18,,17,,18,,17,,18,,17,,0,,14,,0,,14,,24,,15,,8600000US78125,ZCTA5 78125,48,78125
452,,111,,214,,75,,214,,75,,178,,60,,36,,37,,0,,14,,238,,60,,8600000US78141,ZCTA5 78141,48,78141
184,,195,,76,,66,,76,,66,,61,,56,,15,,23,,0,,14,,108,,138,,8600000US78143,ZCTA5 78143,48,78143
29,,35,,15,,26,,15,,26,,15,,26,,0,,14,,0,,14,,14,,22,,8600000US78144,ZCTA5 78144,48,78144
10047,,770,,5791,,574,,5752,,564,,5584,,568,,168,,107,,39,,64,,4256,,476,,8600000US78163,ZCTA5 78163,48,78163
1349,,199,,815,,182,,769,,187,,749,,187,,20,,24,,46,,53,,534,,121,,8600000US78205,ZCTA5 78205,48,78205
3514,,378,,1707,,220,,1699,,220,,1603,,230,,96,,48,,8,,13,,1807,,258,,8600000US78208,ZCTA5 78208,48,78208
34172,,981,,22158,,884,,21811,,894,,21014,,896,,797,,215,,347,,130,,12014,,827,,8600000US78209,ZCTA5 78209,48,78209
35123,,1254,,24753,,1030,,24584,,1022,,23425,,955,,1159,,378,,169,,146,,10370,,810,,8600000US78216,ZCTA5 78216,48,78216
16727,,784,,11200,,681,,11200,,681,,10612,,679,,588,,169,,0,,25,,5527,,459,,8600000US76111,ZCTA5 76111,48,76111
32633,,1198,,21065,,1075,,21038,,1074,,19899,,1053,,1139,,275,,27,,23,,11568,,740,,8600000US76112,ZCTA5 76112,48,76112
12478,,580,,8887,,556,,8887,,556,,8521,,532,,366,,213,,0,,21,,3591,,376,,8600000US76118,ZCTA5 76118,48,76118
18290,,1134,,12018,,946,,11995,,945,,11393,,911,,602,,278,,23,,24,,6272,,799,,8600000US76205,ZCTA5 76205,48,76205
7920,,401,,4450,,389,,4450,,389,,4246,,424,,204,,113,,0,,19,,3470,,365,,8600000US76230,ZCTA5 76230,48,76230
930,,146,,502,,93,,502,,93,,472,,93,,30,,24,,0,,14,,428,,91,,8600000US76239,ZCTA5 76239,48,76239
1408,,298,,678,,220,,678,,220,,640,,222,,38,,44,,0,,14,,730,,177,,8600000US76245,ZCTA5 76245,48,76245
1061,,204,,559,,162,,559,,162,,510,,133,,49,,42,,0,,14,,502,,90,,8600000US76432,ZCTA5 76432,48,76432
226,,113,,146,,106,,146,,106,,146,,106,,0,,14,,0,,14,,80,,54,,8600000US76460,ZCTA5 76460,48,76460
5700,,704,,2824,,470,,2824,,470,,2633,,447,,191,,125,,0,,19,,2876,,504,,8600000US76704,ZCTA5 76704,48,76704
2246,,320,,1290,,241,,1290,,241,,1267,,242,,23,,21,,0,,14,,956,,173,,8600000US76682,ZCTA5 76682,48,76682
8599,,493,,4564,,381,,4564,,381,,4315,,354,,249,,95,,0,,21,,4035,,290,,8600000US76692,ZCTA5 76692,48,76692
31504,,957,,18111,,841,,18051,,841,,17007,,861,,1044,,301,,60,,52,,13393,,793,,8600000US76706,ZCTA5 76706,48,76706
1584,,288,,837,,221,,837,,221,,724,,203,,113,,86,,0,,14,,747,,178,,8600000US78389,ZCTA5 78389,48,78389
228,,129,,123,,66,,123,,66,,113,,57,,10,,17,,0,,14,,105,,72,,8600000US78391,ZCTA5 78391,48,78391
21029,,806,,13491,,799,,13431,,800,,12768,,766,,663,,212,,60,,81,,7538,,510,,8600000US78410,ZCTA5 78410,48,78410
30858,,1016,,21170,,897,,20831,,897,,20318,,879,,513,,137,,339,,101,,9688,,560,,8600000US78414,ZCTA5 78414,48,78414
49102,,1348,,29678,,1252,,29649,,1255,,27801,,1200,,1848,,350,,29,,48,,19424,,878,,8600000US78501,ZCTA5 78501,48,78501
65162,,1670,,35601,,1225,,35481,,1218,,32900,,1261,,2581,,396,,120,,98,,29561,,1258,,8600000US78521,ZCTA5 78521,48,78521
35346,,1588,,22104,,1256,,22093,,1258,,20881,,1235,,1212,,291,,11,,17,,13242,,970,,8600000US78526,ZCTA5 78526,48,78526
12322,,997,,6887,,746,,6887,,746,,6684,,733,,203,,85,,0,,21,,5435,,663,,8600000US78566,ZCTA5 78566,48,78566
4482,,689,,2414,,394,,2414,,394,,2176,,352,,238,,136,,0,,19,,2068,,467,,8600000US78593,ZCTA5 78593,48,78593
533,,253,,217,,132,,217,,132,,186,,122,,31,,50,,0,,14,,316,,180,,8600000US78877,ZCTA5 78877,48,78877
35629,,259,,21141,,766,,20097,,764,,19105,,832,,992,,209,,1044,,218,,14488,,780,,8600000US78840,ZCTA5 78840,48,78840
21,,35,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,21,,35,,8600000US78860,ZCTA5 78860,48,78860
1145,,243,,534,,146,,534,,146,,455,,141,,79,,45,,0,,14,,611,,175,,8600000US78872,ZCTA5 78872,48,78872
1006,,322,,568,,205,,568,,205,,568,,205,,0,,14,,0,,14,,438,,174,,8600000US78933,ZCTA5 78933,48,78933
645,,252,,471,,188,,471,,188,,447,,184,,24,,31,,0,,14,,174,,103,,8600000US78953,ZCTA5 78953,48,78953
1019,,142,,526,,103,,526,,103,,515,,103,,11,,15,,0,,14,,493,,94,,8600000US78954,ZCTA5 78954,48,78954
202,,206,,18,,26,,18,,26,,18,,26,,0,,14,,0,,14,,184,,219,,8600000US78021,ZCTA5 78021,48,78021
8418,,747,,4309,,637,,4307,,638,,4148,,665,,159,,115,,2,,4,,4109,,502,,8600000US78003,ZCTA5 78003,48,78003
963,,280,,577,,228,,577,,228,,577,,228,,0,,14,,0,,14,,386,,157,,8600000US78004,ZCTA5 78004,48,78004
207,,93,,111,,61,,111,,61,,107,,59,,4,,7,,0,,14,,96,,55,,8600000US78012,ZCTA5 78012,48,78012
1693,,558,,1113,,498,,1113,,498,,1005,,441,,108,,139,,0,,14,,580,,158,,8600000US78039,ZCTA5 78039,48,78039
32499,,1039,,19022,,907,,18960,,917,,17970,,900,,990,,221,,62,,85,,13477,,781,,8600000US78043,ZCTA5 78043,48,78043
46538,,1320,,25996,,982,,25996,,982,,24205,,1005,,1791,,301,,0,,32,,20542,,956,,8600000US78046,ZCTA5 78046,48,78046
403,,189,,195,,124,,195,,124,,155,,81,,40,,63,,0,,14,,208,,110,,8600000US78050,ZCTA5 78050,48,78050
1486,,309,,598,,198,,598,,198,,570,,196,,28,,33,,0,,14,,888,,240,,8600000US78055,ZCTA5 78055,48,78055
13320,,879,,7852,,646,,7732,,625,,7400,,605,,332,,172,,120,,116,,5468,,512,,8600000US78070,ZCTA5 78070,48,78070
37,,33,,25,,27,,25,,27,,22,,27,,3,,5,,0,,14,,12,,15,,8600000US78851,ZCTA5 78851,48,78851
41328,,419,,23642,,898,,23620,,896,,21449,,942,,2171,,508,,22,,35,,17686,,932,,8600000US78852,ZCTA5 78852,48,78852
1368,,169,,751,,171,,751,,171,,751,,171,,0,,14,,0,,14,,617,,149,,8600000US78880,ZCTA5 78880,48,78880
356,,156,,94,,56,,94,,56,,94,,56,,0,,14,,0,,14,,262,,123,,8600000US78883,ZCTA5 78883,48,78883
417,,135,,212,,91,,212,,91,,185,,78,,27,,31,,0,,14,,205,,80,,8600000US78949,ZCTA5 78949,48,78949
1750,,255,,885,,171,,885,,171,,871,,169,,14,,16,,0,,14,,865,,154,,8600000US78959,ZCTA5 78959,48,78959
37231,,1219,,27292,,1136,,27292,,1136,,25959,,1149,,1333,,325,,0,,32,,9939,,692,,8600000US78744,ZCTA5 78744,48,78744
41535,,1743,,31498,,1262,,31498,,1262,,30719,,1266,,779,,228,,0,,32,,10037,,874,,8600000US78748,ZCTA5 78748,48,78748
1016,,270,,469,,218,,469,,218,,441,,208,,28,,37,,0,,14,,547,,173,,8600000US78829,ZCTA5 78829,48,78829
803,,274,,315,,140,,315,,140,,272,,121,,43,,56,,0,,14,,488,,180,,8600000US78830,ZCTA5 78830,48,78830
202,,113,,50,,42,,50,,42,,50,,42,,0,,14,,0,,14,,152,,102,,8600000US78838,ZCTA5 78838,48,78838
7593,,433,,5967,,407,,5967,,407,,5884,,406,,83,,55,,0,,19,,1626,,254,,8600000US78756,ZCTA5 78756,48,78756
2548,,214,,1578,,178,,1578,,178,,1528,,174,,50,,40,,0,,14,,970,,142,,8600000US78140,ZCTA5 78140,48,78140
31244,,1552,,19219,,1303,,19174,,1309,,18113,,1271,,1061,,279,,45,,43,,12025,,840,,8600000US78221,ZCTA5 78221,48,78221
2150,,217,,1461,,187,,1461,,187,,1300,,182,,161,,107,,0,,14,,689,,184,,8600000US78357,ZCTA5 78357,48,78357
23377,,1120,,12869,,870,,12869,,870,,12212,,844,,657,,223,,0,,29,,10508,,727,,8600000US78570,ZCTA5 78570,48,78570
14784,,813,,8363,,720,,8363,,720,,7935,,735,,428,,189,,0,,21,,6421,,494,,8600000US78654,ZCTA5 78654,48,78654
33202,,697,,17561,,635,,17558,,637,,16774,,644,,784,,210,,3,,17,,15641,,659,,8600000US78028,ZCTA5 78028,48,78028
5409,,738,,3323,,521,,3290,,527,,3159,,518,,131,,96,,33,,46,,2086,,459,,8600000US78101,ZCTA5 78101,48,78101
23016,,387,,9054,,709,,9054,,709,,8357,,735,,697,,260,,0,,25,,13962,,707,,8600000US78102,ZCTA5 78102,48,78102
6029,,355,,2344,,344,,2344,,344,,2225,,371,,119,,95,,0,,19,,3685,,371,,8600000US78119,ZCTA5 78119,48,78119
1706,,231,,1073,,170,,1067,,170,,1034,,169,,33,,28,,6,,9,,633,,134,,8600000US78152,ZCTA5 78152,48,78152
31669,,984,,21688,,1008,,20973,,936,,20132,,918,,841,,185,,715,,231,,9981,,684,,8600000US78154,ZCTA5 78154,48,78154
3788,,478,,2098,,347,,2069,,337,,1945,,327,,124,,87,,29,,43,,1690,,272,,8600000US78160,ZCTA5 78160,48,78160
3067,,337,,1520,,208,,1520,,208,,1429,,193,,91,,60,,0,,14,,1547,,275,,8600000US78164,ZCTA5 78164,48,78164
10167,,648,,6388,,548,,6351,,547,,5986,,561,,365,,151,,37,,28,,3779,,407,,8600000US78204,ZCTA5 78204,48,78204
25094,,921,,15395,,741,,15336,,741,,14578,,718,,758,,173,,59,,34,,9699,,547,,8600000US78212,ZCTA5 78212,48,78212
2782,,298,,2352,,302,,2268,,298,,2233,,295,,35,,48,,84,,52,,430,,127,,8600000US78215,ZCTA5 78215,48,78215
27056,,1351,,17684,,1102,,17642,,1095,,16933,,1076,,709,,238,,42,,38,,9372,,1022,,8600000US78217,ZCTA5 78217,48,78217
3773,,202,,1976,,173,,1976,,173,,1916,,176,,60,,46,,0,,14,,1797,,211,,8600000US76821,ZCTA5 76821,48,76821
9,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,14,,8600000US76824,ZCTA5 76824,48,76824
555,,132,,314,,104,,314,,104,,309,,105,,5,,9,,0,,14,,241,,65,,8600000US76832,ZCTA5 76832,48,76832
230,,137,,57,,51,,57,,51,,57,,51,,0,,14,,0,,14,,173,,123,,8600000US76842,ZCTA5 76842,48,76842
1153,,185,,587,,112,,587,,112,,548,,103,,39,,29,,0,,14,,566,,144,,8600000US76853,ZCTA5 76853,48,76853
1456,,232,,614,,156,,614,,156,,579,,154,,35,,25,,0,,14,,842,,171,,8600000US76857,ZCTA5 76857,48,76857
60,,51,,6,,6,,6,,6,,6,,6,,0,,14,,0,,14,,54,,50,,8600000US76873,ZCTA5 76873,48,76873
24802,,1024,,15958,,827,,15877,,827,,15191,,803,,686,,196,,81,,73,,8844,,544,,8600000US76901,ZCTA5 76901,48,76901
28731,,1118,,19124,,1008,,18768,,983,,18269,,998,,499,,191,,356,,162,,9607,,683,,8600000US76904,ZCTA5 76904,48,76904
8705,,587,,5704,,464,,5492,,465,,5225,,460,,267,,159,,212,,87,,3001,,312,,8600000US76905,ZCTA5 76905,48,76905
2622,,124,,1791,,136,,1791,,136,,1690,,143,,101,,73,,0,,14,,831,,148,,8600000US76932,ZCTA5 76932,48,76932
4361,,344,,2982,,398,,2918,,395,,2832,,385,,86,,74,,64,,55,,1379,,300,,8600000US76559,ZCTA5 76559,48,76559
138,,90,,30,,27,,30,,27,,30,,27,,0,,14,,0,,14,,108,,75,,8600000US76565,ZCTA5 76565,48,76565
15562,,495,,9543,,593,,9543,,593,,9060,,630,,483,,194,,0,,21,,6019,,516,,8600000US76574,ZCTA5 76574,48,76574
453,,106,,202,,64,,202,,64,,199,,63,,3,,5,,0,,14,,251,,67,,8600000US76637,ZCTA5 76637,48,76637
1076,,252,,564,,193,,564,,193,,508,,189,,56,,41,,0,,14,,512,,123,,8600000US76653,ZCTA5 76653,48,76653
1939,,214,,995,,127,,995,,127,,981,,124,,14,,14,,0,,14,,944,,144,,8600000US76665,ZCTA5 76665,48,76665
1205,,204,,772,,161,,772,,161,,720,,153,,52,,32,,0,,14,,433,,108,,8600000US76670,ZCTA5 76670,48,76670
811,,157,,463,,112,,463,,112,,450,,111,,13,,16,,0,,14,,348,,87,,8600000US76690,ZCTA5 76690,48,76690
1098,,194,,527,,119,,527,,119,,482,,115,,45,,39,,0,,14,,571,,136,,8600000US76693,ZCTA5 76693,48,76693
24947,,789,,13843,,787,,13808,,791,,13093,,748,,715,,233,,35,,54,,11104,,802,,8600000US76705,ZCTA5 76705,48,76705
175,,53,,102,,47,,102,,47,,102,,47,,0,,14,,0,,14,,73,,29,,8600000US76862,ZCTA5 76862,48,76862
548,,130,,331,,95,,331,,95,,323,,92,,8,,12,,0,,14,,217,,62,,8600000US76871,ZCTA5 76871,48,76871
814,,164,,416,,111,,416,,111,,397,,108,,19,,16,,0,,14,,398,,79,,8600000US76890,ZCTA5 76890,48,76890
91,,49,,68,,35,,68,,35,,68,,35,,0,,14,,0,,14,,23,,19,,8600000US76930,ZCTA5 76930,48,76930
15,,21,,8,,11,,8,,11,,8,,11,,0,,14,,0,,14,,7,,10,,8600000US76937,ZCTA5 76937,48,76937
111,,106,,77,,86,,77,,86,,76,,86,,1,,4,,0,,14,,34,,40,,8600000US76940,ZCTA5 76940,48,76940
6032,,764,,3131,,583,,3131,,583,,2804,,511,,327,,197,,0,,19,,2901,,432,,8600000US78226,ZCTA5 78226,48,78226
49497,,1525,,28393,,1254,,28346,,1257,,26575,,1188,,1771,,338,,47,,50,,21104,,1148,,8600000US78228,ZCTA5 78228,48,78228
7247,,591,,4635,,534,,4582,,535,,4369,,507,,213,,132,,53,,64,,2612,,276,,8600000US78231,ZCTA5 78231,48,78231
6011,,728,,5521,,678,,1022,,256,,917,,247,,105,,72,,4499,,591,,490,,142,,8600000US78236,ZCTA5 78236,48,78236
172,,109,,54,,39,,54,,39,,54,,39,,0,,14,,0,,14,,118,,82,,8600000US76958,ZCTA5 76958,48,76958
101,,53,,61,,48,,61,,48,,61,,48,,0,,14,,0,,14,,40,,23,,8600000US76953,ZCTA5 76953,48,76953
40148,,1335,,26266,,1131,,26212,,1135,,24391,,1195,,1821,,431,,54,,48,,13882,,949,,8600000US76116,ZCTA5 76116,48,76116
21939,,714,,14833,,708,,14833,,708,,14265,,649,,568,,165,,0,,25,,7106,,483,,8600000US76132,ZCTA5 76132,48,76132
2288,,321,,1489,,236,,1489,,236,,1463,,234,,26,,21,,0,,14,,799,,192,,8600000US76225,ZCTA5 76225,48,76225
2487,,339,,1688,,265,,1688,,265,,1648,,265,,40,,35,,0,,14,,799,,156,,8600000US76233,ZCTA5 76233,48,76233
6634,,554,,4608,,421,,4608,,421,,4464,,416,,144,,89,,0,,19,,2026,,348,,8600000US76249,ZCTA5 76249,48,76249
205,,96,,138,,79,,138,,79,,138,,79,,0,,14,,0,,14,,67,,40,,8600000US76253,ZCTA5 76253,48,76253
4151,,247,,2264,,178,,2262,,178,,2059,,188,,203,,83,,2,,7,,1887,,185,,8600000US76255,ZCTA5 76255,48,76255
12662,,590,,8838,,486,,8838,,486,,8511,,471,,327,,134,,0,,21,,3824,,425,,8600000US76266,ZCTA5 76266,48,76266
1601,,279,,803,,188,,803,,188,,796,,188,,7,,11,,0,,14,,798,,230,,8600000US76270,ZCTA5 76270,48,76270
1332,,326,,889,,250,,889,,250,,773,,158,,116,,136,,0,,14,,443,,112,,8600000US76271,ZCTA5 76271,48,76271
1640,,182,,1028,,164,,1018,,167,,1008,,165,,10,,15,,10,,15,,612,,136,,8600000US76351,ZCTA5 76351,48,76351
9492,,402,,5715,,401,,5615,,406,,5307,,421,,308,,151,,100,,71,,3777,,330,,8600000US76354,ZCTA5 76354,48,76354
1070,,136,,608,,93,,608,,93,,597,,90,,11,,12,,0,,14,,462,,92,,8600000US76371,ZCTA5 76371,48,76371
456,,116,,206,,59,,206,,59,,197,,62,,9,,11,,0,,14,,250,,83,,8600000US76377,ZCTA5 76377,48,76377
9807,,152,,6232,,322,,6213,,326,,5868,,369,,345,,180,,19,,31,,3575,,322,,8600000US76384,ZCTA5 76384,48,76384
1038,,168,,673,,127,,673,,127,,656,,122,,17,,17,,0,,14,,365,,81,,8600000US76389,ZCTA5 76389,48,76389
25658,,825,,17354,,806,,17354,,806,,16704,,824,,650,,191,,0,,29,,8304,,583,,8600000US75032,ZCTA5 75032,48,75032
11499,,540,,8861,,526,,8839,,517,,8464,,512,,375,,119,,22,,37,,2638,,336,,8600000US75057,ZCTA5 75057,48,75057
2010,,273,,1252,,189,,1252,,189,,1201,,178,,51,,44,,0,,14,,758,,157,,8600000US75058,ZCTA5 75058,48,75058
10037,,671,,7053,,573,,7053,,573,,6606,,587,,447,,186,,0,,21,,2984,,551,,8600000US75065,ZCTA5 75065,48,75065
10814,,804,,6507,,653,,6488,,650,,6076,,605,,412,,147,,19,,29,,4307,,437,,8600000US75647,ZCTA5 75647,48,75647
4001,,349,,1824,,223,,1824,,223,,1727,,221,,97,,44,,0,,19,,2177,,287,,8600000US75559,ZCTA5 75559,48,75559
3738,,403,,1817,,299,,1817,,299,,1678,,298,,139,,93,,0,,14,,1921,,299,,8600000US75563,ZCTA5 75563,48,75563
2048,,329,,809,,183,,809,,183,,738,,180,,71,,45,,0,,14,,1239,,229,,8600000US75630,ZCTA5 75630,48,75630
16199,,1000,,9850,,808,,9850,,808,,9231,,779,,619,,161,,0,,25,,6349,,554,,8600000US75602,ZCTA5 75602,48,75602
23148,,987,,14389,,851,,14389,,851,,13392,,885,,997,,232,,0,,29,,8759,,644,,8600000US75604,ZCTA5 75604,48,75604
10473,,494,,5965,,539,,5965,,539,,5658,,556,,307,,197,,0,,21,,4508,,349,,8600000US75633,ZCTA5 75633,48,75633
10098,,673,,5338,,450,,5338,,450,,5103,,446,,235,,113,,0,,21,,4760,,505,,8600000US75644,ZCTA5 75644,48,75644
7390,,639,,4512,,510,,4487,,516,,4277,,545,,210,,121,,25,,49,,2878,,444,,8600000US75650,ZCTA5 75650,48,75650
6103,,367,,3254,,305,,3234,,303,,2908,,285,,326,,115,,20,,27,,2849,,260,,8600000US75657,ZCTA5 75657,48,75657
1256,,263,,735,,194,,735,,194,,694,,193,,41,,46,,0,,14,,521,,171,,8600000US76632,ZCTA5 76632,48,76632
4142,,363,,2495,,308,,2495,,308,,2383,,298,,112,,81,,0,,19,,1647,,294,,8600000US76633,ZCTA5 76633,48,76633
1263,,251,,794,,189,,794,,189,,785,,186,,9,,11,,0,,14,,469,,114,,8600000US76636,ZCTA5 76636,48,76636
1288,,187,,621,,120,,621,,120,,595,,117,,26,,21,,0,,14,,667,,131,,8600000US76641,ZCTA5 76641,48,76641
473,,91,,235,,62,,235,,62,,222,,63,,13,,11,,0,,14,,238,,55,,8600000US76649,ZCTA5 76649,48,76649
2747,,220,,1551,,176,,1551,,176,,1429,,164,,122,,45,,0,,14,,1196,,154,,8600000US76664,ZCTA5 76664,48,76664
2534,,377,,1208,,234,,1208,,234,,1118,,232,,90,,68,,0,,14,,1326,,265,,8600000US76431,ZCTA5 76431,48,76431
1525,,283,,870,,210,,870,,210,,843,,202,,27,,27,,0,,14,,655,,140,,8600000US76433,ZCTA5 76433,48,76433
786,,147,,500,,103,,499,,102,,481,,101,,18,,11,,1,,3,,286,,79,,8600000US76561,ZCTA5 76561,48,76561
29646,,1127,,15887,,758,,15887,,758,,15006,,700,,881,,250,,0,,29,,13759,,856,,8600000US78237,ZCTA5 78237,48,78237
48191,,1620,,32892,,1456,,32697,,1439,,30979,,1471,,1718,,369,,195,,100,,15299,,968,,8600000US78240,ZCTA5 78240,48,78240
51753,,1467,,37218,,1370,,37088,,1367,,34394,,1337,,2694,,422,,130,,68,,14535,,899,,8600000US78249,ZCTA5 78249,48,78249
23187,,404,,14002,,586,,13388,,618,,12252,,593,,1136,,304,,614,,214,,9185,,571,,8600000US78363,ZCTA5 78363,48,78363
1753,,200,,954,,172,,954,,172,,866,,170,,88,,59,,0,,14,,799,,117,,8600000US78393,ZCTA5 78393,48,78393
30782,,1183,,19700,,975,,19700,,975,,18247,,923,,1453,,303,,0,,29,,11082,,720,,8600000US78415,ZCTA5 78415,48,78415
3232,,382,,2206,,299,,2206,,299,,1975,,229,,231,,178,,0,,14,,1026,,197,,8600000US78417,ZCTA5 78417,48,78417
42142,,1335,,28313,,1105,,28278,,1107,,26545,,1164,,1733,,404,,35,,41,,13829,,892,,8600000US78504,ZCTA5 78504,48,78504
249,,177,,146,,144,,146,,144,,98,,94,,48,,57,,0,,14,,103,,68,,8600000US78545,ZCTA5 78545,48,78545
454,,139,,229,,107,,229,,107,,207,,103,,22,,27,,0,,14,,225,,76,,8600000US78548,ZCTA5 78548,48,78548
84,,96,,23,,38,,23,,38,,23,,38,,0,,14,,0,,14,,61,,72,,8600000US78565,ZCTA5 78565,48,78565
103,,58,,64,,39,,64,,39,,60,,38,,4,,5,,0,,14,,39,,34,,8600000US78588,ZCTA5 78588,48,78588
1185,,222,,530,,171,,530,,171,,477,,155,,53,,44,,0,,14,,655,,165,,8600000US78594,ZCTA5 78594,48,78594
23608,,978,,12371,,829,,12371,,829,,11843,,830,,528,,216,,0,,25,,11237,,935,,8600000US78602,ZCTA5 78602,48,78602
170,,183,,19,,22,,19,,22,,19,,22,,0,,14,,0,,14,,151,,180,,8600000US78607,ZCTA5 78607,48,78607
18275,,1288,,12249,,875,,12249,,875,,11387,,867,,862,,351,,0,,25,,6026,,744,,8600000US78621,ZCTA5 78621,48,78621
43161,,1333,,30508,,1215,,30453,,1224,,29245,,1202,,1208,,263,,55,,57,,12653,,864,,8600000US78640,ZCTA5 78640,48,78640
14982,,550,,8217,,524,,8217,,524,,8038,,495,,179,,73,,0,,21,,6765,,452,,8600000US78644,ZCTA5 78644,48,78644
102,,58,,61,,39,,61,,39,,61,,39,,0,,14,,0,,14,,41,,32,,8600000US78670,ZCTA5 78670,48,78670
22348,,763,,15316,,765,,15316,,765,,14981,,762,,335,,128,,0,,25,,7032,,523,,8600000US78731,ZCTA5 78731,48,78731
15590,,510,,9942,,450,,9942,,450,,9415,,496,,527,,176,,0,,21,,5648,,477,,8600000US78734,ZCTA5 78734,48,78734
44118,,1358,,35229,,1195,,35204,,1195,,33703,,1275,,1501,,384,,25,,28,,8889,,819,,8600000US78741,ZCTA5 78741,48,78741
22433,,721,,14736,,544,,14736,,544,,14267,,524,,469,,135,,0,,25,,7697,,521,,8600000US78746,ZCTA5 78746,48,78746
61701,,1075,,44894,,1079,,44871,,1080,,43342,,1092,,1529,,355,,23,,37,,16807,,868,,8600000US78613,ZCTA5 78613,48,78613
700,,184,,416,,138,,416,,138,,398,,133,,18,,19,,0,,14,,284,,80,,8600000US78615,ZCTA5 78615,48,78615
981,,296,,505,,185,,505,,185,,505,,185,,0,,14,,0,,14,,476,,172,,8600000US78623,ZCTA5 78623,48,78623
19520,,1210,,15131,,1013,,15131,,1013,,14538,,953,,593,,252,,0,,25,,4389,,681,,8600000US78754,ZCTA5 78754,48,78754
1669,,378,,486,,174,,486,,174,,464,,168,,22,,25,,0,,14,,1183,,299,,8600000US78406,ZCTA5 78406,48,78406
87,,45,,39,,28,,39,,28,,33,,23,,6,,9,,0,,14,,48,,30,,8600000US78598,ZCTA5 78598,48,78598
5669,,478,,2619,,452,,2619,,452,,2449,,432,,170,,106,,0,,19,,3050,,306,,8600000US78657,ZCTA5 78657,48,78657
325,,118,,217,,77,,217,,77,,186,,68,,31,,31,,0,,14,,108,,56,,8600000US78536,ZCTA5 78536,48,78536
31973,,1721,,20241,,1324,,20200,,1331,,18619,,1330,,1581,,448,,41,,48,,11732,,1052,,8600000US78541,ZCTA5 78541,48,78541
52817,,1998,,29835,,1334,,29835,,1334,,27886,,1344,,1949,,435,,0,,32,,22982,,1241,,8600000US78542,ZCTA5 78542,48,78542
554,,136,,284,,96,,284,,96,,242,,84,,42,,26,,0,,14,,270,,90,,8600000US78561,ZCTA5 78561,48,78561
78,,80,,68,,76,,68,,76,,47,,48,,21,,33,,0,,14,,10,,17,,8600000US78564,ZCTA5 78564,48,78564
352,,136,,192,,90,,192,,90,,162,,88,,30,,34,,0,,14,,160,,63,,8600000US78567,ZCTA5 78567,48,78567
26600,,1295,,16925,,1018,,16925,,1018,,14806,,865,,2119,,414,,0,,29,,9675,,725,,8600000US78573,ZCTA5 78573,48,78573
42720,,2337,,25808,,1725,,25808,,1725,,23108,,1528,,2700,,445,,0,,32,,16912,,1130,,8600000US78574,ZCTA5 78574,48,78574
253,,132,,102,,88,,102,,88,,87,,84,,15,,24,,0,,14,,151,,82,,8600000US78585,ZCTA5 78585,48,78585
263,,101,,191,,88,,191,,88,,138,,51,,53,,51,,0,,14,,72,,42,,8600000US78590,ZCTA5 78590,48,78590
177,,89,,63,,43,,63,,43,,63,,43,,0,,14,,0,,14,,114,,70,,8600000US78591,ZCTA5 78591,48,78591
23335,,625,,7244,,501,,7220,,502,,6972,,504,,248,,93,,24,,25,,16091,,568,,8600000US78633,ZCTA5 78633,48,78633
36038,,1435,,27150,,1295,,27084,,1307,,26039,,1278,,1045,,317,,66,,58,,8888,,658,,8600000US78665,ZCTA5 78665,48,78665
33,,31,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,33,,31,,8600000US78677,ZCTA5 78677,48,78677
880,,361,,323,,183,,323,,183,,214,,125,,109,,76,,0,,14,,557,,198,,8600000US78712,ZCTA5 78712,48,78712
21,,31,,21,,31,,21,,31,,21,,31,,0,,14,,0,,14,,0,,14,,8600000US78802,ZCTA5 78802,48,78802
689,,156,,689,,156,,61,,51,,61,,51,,0,,14,,628,,154,,0,,14,,8600000US78843,ZCTA5 78843,48,78843
13,,12,,6,,6,,6,,6,,6,,6,,0,,14,,0,,14,,7,,7,,8600000US78871,ZCTA5 78871,48,78871
274,,138,,165,,105,,165,,105,,165,,105,,0,,14,,0,,14,,109,,67,,8600000US78931,ZCTA5 78931,48,78931
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US78951,ZCTA5 78951,48,78951
4601,,772,,2817,,588,,2817,,588,,2377,,503,,440,,279,,0,,19,,1784,,364,,8600000US78069,ZCTA5 78069,48,78069
